video_id,text,type
YxOvEkGQe-I,அந்த வடக்கன் நண்பர் YouTube channel name sollunka anna,code_mixed
YxOvEkGQe-I,"அன்னா நீங்க ரெண்டு வருஷத்துக்கு முன்னாடி LCD vs LED Display வித்தியாசம் சொல்லி companies நம்மல ஏமாத்துரதா சொல்லிருந்தீங்க, இப்ப நீங்க காட்டுற உங்களோட samsung smart tv உண்மையிலேயே என்ன Display?!.. Please சொல்லுங்க!.. தெரிஞ்சிக்க ஆவலாக இருக்கேன்!..",code_mixed
YxOvEkGQe-I,உண்மையிலே A2D channel பார்வையிடுவது நல்ல 😂 சந்தோஷமாக இருக்கின்றது.அதோடு பயனாகவும் உள்ளது . Support from srilanka ❤,code_mixed
YxOvEkGQe-I,என் கிட்ட 55 இஞ்ச் டிவி இருக்கு மதர் போர்ட் குட் டிஸ்ப்ளே (பேனல்)  குட் ஆனால் ஸகேலர் போர்ட்ல சார்ட் இருக்கிறது எடுத்து தரமுடியுமா 2000 ரூபாய் தாரேன்😂,code_mixed
YxOvEkGQe-I,"நண்பா 3000 ர்த பார்த்தா display ஓடஞ்ச 8000 ,15000 சுவாக....",code_mixed
YxOvEkGQe-I,1:24 neenga TV ah Kavanichingala? nanda Bro still ah irupaaru... 🤭 அமானுஷ்யம் 😳🤣,code_mixed
YxOvEkGQe-I,mini military games விளையாட்டு விஷயம் வரும் சொல்லுங்க,code_mixed
YxOvEkGQe-I,அய்யா தங்களது நண்பரை அறிமுகப்படுத்தவும் 😂,code_mixed
YxOvEkGQe-I,"Chip level mobile, tv, laptop,printer desktop கற்றுகொள்ள விரும்புகிறேன்.ஒரு வழி சொல்லுங்க அல்லது ஒரு நல்ல Institute தெரிந்தால் சொல்லுங்க! Please",code_mixed
YxOvEkGQe-I,"Bro
எந்திரன் movie ah ippa Digitally Remastered endu release panna poraggalla

Appidi enda enna endu our explanation video poodugga plz",code_mixed
YxOvEkGQe-I,குறியீடு  கந்தசாமி 🎇🎇🎆🎆🎇🎇🎉🎉🎉,code_mixed
C1xCyi1U_Pk,நன்றி 🥰,code_mixed
gavPg0uckAQ,"தம்பி, நீ டெக்னாலஜி பத்தி பேசுறேனுதா நான் சப்ஸ்கிரைப் பண்ணி ஒரு வீடியோ விடாம பாத்துனு வரேன், நீ என்னடானா வர வர பங்கு சந்தை, பிசினஸ், ஃபிட்னஸ், அப்படினு போற. மன்னிக்கவும் தம்பி, மேலும் ஆர்வம் இல்லை மற்றும் நான் மிகவும் வருந்துகிறேன். 

😢 Will unsubscribe",code_mixed
gavPg0uckAQ,சிம்மை சொருகும் போது உங்க அம்மா ஓக்கும் சத்தம் கேக்குது மச்சி,pure_tamil
gavPg0uckAQ,ஒன்றும் இல்லை Scribble Diffusion☹☹☹😟😟😭😭😭,code_mixed
gavPg0uckAQ,"வணக்கம் அண்ணா 
எங்கிட்ட பிசி மற்றும் மானிட்டர் இல்லை போன தடவை மாதிரி பரிசு தருவிங்கலா பிளீஸ் அண்ணா 😢😢😢😢😢",code_mixed
gavPg0uckAQ,இந்த வாட்ச் 2650 தான் எமந்திங்க,code_mixed
gavPg0uckAQ,யோவ் கடைசியா நீயேய் பெரிய உருட்டா இருந்துருக்கியே 😅😅😅,code_mixed
gavPg0uckAQ,அண்ணா எனக்கு அந்த வார்த்தை அனுப்பிச்சு விடுறீங்களா ப்ளீஸ் நான்,pure_tamil
gavPg0uckAQ,Help to save the people of Parantur/பரந்தூர் மக்களை காப்பாற்ற😢,code_mixed
gavPg0uckAQ,பிரதர் உங்ககிட்ட நான் வேலைக்கு வரலாமா பிரதர் ஜோக் அல்ல சீரியஸா சொல்றேன் ஓகேனா சொல்லுங்க என் மொபைல் நம்பரை சென்ட் பண்றவங்களுக்கு உங்களுக்கு,pure_tamil
gavPg0uckAQ,6:11 அன்பெனும் பறவை 🤣,code_mixed
gavPg0uckAQ,நல்ல வாட்ச் எது fast track?,code_mixed
gavPg0uckAQ,7:31 ஏற்கெனவே ஹிட்டாதான இருக்கும்,code_mixed
gavPg0uckAQ,Gaming புயல் தாக்கப்பட்டது போல் தெரிகிறது🧐🧐,code_mixed
gavPg0uckAQ,இதே மாதிரி வாட்ச் ஃபயர் போர்டுல வந்து இருக்கு அதை வாங்கி உள்ள என்ன இருக்குன்னு கழட்டி பாருங்க,pure_tamil
gavPg0uckAQ,தலை இதே மாதிரி ஃபயர் போர்டுல விட்டு இருக்கான் வாங்கி ரிவ்யூ பண்ணுங்க |,code_mixed
gavPg0uckAQ,Nee thn da உருட்டு,code_mixed
gavPg0uckAQ,"That final Santhanam dialogue is correct...
Appo youtube views and subscribers ungaluku theava illaya....
எனக்கு Instagram use பண்ண தெரியாது அப்போ என்ன மாதிரி இருக்குறவங்க உங்க வீடியோ பாக்க கூடாதா...
Pls reply me otherwise....
உண்மையாவே உங்க பேச்சில திமிர் தெரியுது....",code_mixed
gavPg0uckAQ,ப்ரோ இதே மாதிரி உங்களோட சாம்சங் வாக்கியம் கழட்டுங்க ப்ரோ..,pure_tamil
gavPg0uckAQ,"❤ப்ரோ எனக்கு ரொம்ப நாளா ஒரு சந்தேகம் இந்த STEAM create பண்ணனும் எப்படி இன்ஸ்டால் பண்ணனும் அப்படின்னு இன்னும் யாரும் வீடியோ போடல எப்படி பாஸ்வேர்ட் கிரியேட் பண்ணனும் எப்படி இன்ஸ்டால் பண்ணி லாகின் பண்ணனும் எப்படி ஓபன் பண்ணனும் அப்படி ஒரு டுடோரியல் வீடியோ போடுங்க ப்ரோ இப்படிக்கு உங்கள் சோல்ஜர்
 ❤
 இது வந்து நிறைய வடகன்ஸ் தான் போட்டு இருக்காங்க தமிழ்ல வீடியோ இல்ல அதனால நீங்க பண்ணுங்க 🧐",code_mixed
gavPg0uckAQ,"நீங்க ஏன் மொபைல் unboxing மட்டும் பண்ணுறீங்க அதையும் இந்த மாதிரி disassemble பண்ணுங்க......
முடியாது இல்ல ஒருத்தன் சீக்கிட்டான் னு ஓவரா பண்ண கூடாது ஓகே",code_mixed
gavPg0uckAQ,0:42 யாரு 🤔,code_mixed
gavPg0uckAQ,உன் பேச்சுல திமிர் தெரியுதே🤣🤣🤣 மாஸ் எடிட்டிங் ப்ரோ🤝👌👏👍,code_mixed
gavPg0uckAQ,தமிழ்டெக் சேனல் சார்பாக வீடியோ வெற்றி பெற வாழ்த்துக்கள் 💐🌷🌹,code_mixed
YUpcaKWeIaM,"1. Street fighter 
2. Castlevania 
3. Batman timeline 
4. Red Dead Redemption 2
5. Assassin's Creed Brotherhood 
       இந்த stories வேண்டும்  சண்முகம் அண்ணா",code_mixed
YUpcaKWeIaM,Mafia 2 கதை சொல்லங்க bro plz,code_mixed
YUpcaKWeIaM,அருமை🤙. Keep going. ✌️,code_mixed
YUpcaKWeIaM,ரத்த சரித்திரம் படம் பார்த்தா மாதிரி இருக்கு,pure_tamil
YUpcaKWeIaM,மிகவும் அழகு,pure_tamil
YUpcaKWeIaM,இந்த game ஐ நான் விளையாடியது இல்லை. ஆனால் இந்த game மிக மிக மிக மிக மிக அருமை🤩🤩🤩🤩🤩🤩🤩🤩😍😍😍😍😍😍😍😍😍😍,code_mixed
YUpcaKWeIaM,"Neenga mattum itha Vera oru language la panniruntha, namma channel ku Vera level reach kidachurukum....
Anyway I love your love for Tamil bro....
தமிழ் வெல்லட்டும்...",code_mixed
YUpcaKWeIaM,TAMILGP - தமிழ் கோபொ ella adhu vitovoodha friendu,code_mixed
aYcmaheaLC8,என்னிடம் உள்ளது நல்லா இருக்குது,pure_tamil
aYcmaheaLC8,Power. ட்ரிப். Ben10,code_mixed
aYcmaheaLC8,Ama. கந்தசாமி yaru,code_mixed
aYcmaheaLC8,எப்படியறக்கநாம்செல்லுங்க,pure_tamil
aYcmaheaLC8,"All voice பிரம்மாதம்..!!🤗
I love it..!!👍🏼♥️",code_mixed
aYcmaheaLC8,Bro Bully game குறியீடுகள் video pudduga bro,code_mixed
aYcmaheaLC8,Bro mass இருக்கு 🤠🤠🤠🤠,code_mixed
MLUPKSyfoZ8,எடிட்டர் வேற லெவல் ❤❤❤❤❤❤,code_mixed
MLUPKSyfoZ8,கிரிப்டோகரன்சி மைனிங் பத்தி சொல்லி கொடுங்க ப்ரோ வீடியோ போடுங்க ப்ரோ,pure_tamil
MLUPKSyfoZ8,சகோ வடக்கன் கடையில வாங்கிட்டு வரீங்க எல்லாம் ஒரிஜினல் தானா,pure_tamil
MLUPKSyfoZ8,அந்த பொண்ணு நல்லா இருக்கு 😘,code_mixed
MLUPKSyfoZ8,A2D:-இனி ஜென்மத்துக்கும் richi st பக்கம் போகவே மாட்டேன்.வேர யாராவது அனுப்பி வாங்கி வரச்சொல்லி இப்டி edit பன்னிதா இனி வீடியோ போடுவேன்😅,code_mixed
MLUPKSyfoZ8,ஹரிதா....❤,code_mixed
MLUPKSyfoZ8,சோல்ஜர்ஸ் ஆகிய நாங்க உங்ககிட்ட இத்தனை நாளா நாங்க எதையுமே கேட்டதில்லை இன்னிக்கு ஒன்னே ஒன்னு கேக்குறோம் இந்த வீடியோவில் உங்க கூட இருந்தா அக்காவோட இன்ஸ்டாகிராம் ஐடி மட்டும் கொடுத்தீங்கன்னா போதும் 😁😅,code_mixed
MLUPKSyfoZ8,ப்ரோ ஏ 2டி ப்ரோ கணேசாவும் மீலா கலிபா போட்டோவும் இருக்கு ப்ரோ என்ன செய்றாங்க கிசுகிசு,code_mixed
MLUPKSyfoZ8,A2D channel concept: உள்ள என்ன இருக்கு 😅😂,code_mixed
MLUPKSyfoZ8,எப்போதும் அக்கா நெனப்பாவே இரு 8.47,code_mixed
MLUPKSyfoZ8,"11:08 பிசி டாக் விரலை விரிச்சு வச்சிருக்காரு ஆனா நம்ம விக்னேஷ் கையை விரலை ஒண்ணா வச்சிருக்காரு,விரலை விரிச்சு வைக்க சொன்னா  கந்தர்வகோட்டை சமஸ்தானம் மாதிரி ஆடி இருக்கும்",code_mixed
13uLXu6k09s,"50k pc for video editing purpose only.
அதுல 6 core / 8 core processor, 16 gb ram ,1080 p video support பன்ற மாதிரி  graphics card , normal upgrade motherboard, ssd 500gb , hard disk 2tb
Normal smps , pc பன்ன முடியுமா 😢
By soldier 😊",code_mixed
13uLXu6k09s,"அண்ணா windows 10 install செய்யும் போது keep personal files nu கேக்குது.personal files na C disk மட்டும்தானா.இல்ல C,D எல்லா disk Kum சேர்ந்தா",code_mixed
13uLXu6k09s,அருமையான பகிர்வு,pure_tamil
13uLXu6k09s,தல.. Ryzen 5 - 2600 better ah.. 3500 bettera??,code_mixed
13uLXu6k09s,இந்த விலை உயர்வு எப்போது குறையும் என்று சொல்லுங்கள்,pure_tamil
13uLXu6k09s,"வெங்காயம் 🧅 edit semma editor...
 😁😁😁",code_mixed
13uLXu6k09s,Today cdk offer la unga code use panni office 2019 buy பண்ணன்,code_mixed
13uLXu6k09s,உள்ளதை உள்ளதென எடுத்து உரைத்த தற்கு நன்றி😇😇😇😇,code_mixed
13uLXu6k09s,Graphics card க்கு Coolant கிடையாதா?,code_mixed
13uLXu6k09s,வயிற்று எரியுது bro 😭😭,code_mixed
13uLXu6k09s,"லச்சக்கணக்குல கொடுத்து vangura iPhone laye charger illa , ithula 8,000 ku vangura case la back fan illnu Ena panna mudiyum bro 🤣",code_mixed
13uLXu6k09s,சமூகம் பெரிய இடம் போல 🙆🏻,code_mixed
13uLXu6k09s,pc build பண்ண கொடுத்தவர் இந்த வீடியோ பாத்து காண்டாக போறார் 😂,code_mixed
13uLXu6k09s,@joelidhayan9216  அது கரெக்ட்டு ப்ரோ ஆனா அவர் எடுத்த முடிவு தப்புங்கற மாதிரி நிறைய டைம் சொல்லிட்டார் வீடியோல அதுக்காக சொன்னேன்,code_mixed
7wyaLjjo8cc,இசியோ ella bro  எசியோ,code_mixed
7wyaLjjo8cc,Wow extranery storry naan pery game developer ஆகனும் ஆசை,code_mixed
7wyaLjjo8cc,"வேற level தலைவா 🔥🔥🔥🔥
Brotherhood, Revaluation முக்கியம் broooo",code_mixed
7wyaLjjo8cc,Bro the wolf among us story explanation கதை கந்தசாமி la podunga bro please,code_mixed
RS7kJlmWI7Q,"Street fighter , Castlevania 
இந்த game களின் கதைகளை video போடுமாறு கேட்டுக்கொள்கிறேன்",code_mixed
RS7kJlmWI7Q,"Beast படம் காப்பாறோமா வந்த 🐢குஞ்சிங்க யாரால்லாம்
இந்த video வா பாக்கிறிங்க
Put a like👍",code_mixed
RS7kJlmWI7Q,Osaama Binladen - gp muthu குறியீடு 🤣🤣😂😂,code_mixed
RS7kJlmWI7Q,Anna who iஒசாமா?,code_mixed
RS7kJlmWI7Q,3:03 அவர்தான் அசல் கதை கந்தசாமி 😂,code_mixed
RS7kJlmWI7Q,உங்க சேனல் ல MANFORCE CONDOM Ad வருது 😳😳🤣🤣🤣,code_mixed
RS7kJlmWI7Q,Gamers be like = நிம்மதியா games விளையாட விடுறாங்க இல்லையே இந்த மனிதர்கள்,code_mixed
RS7kJlmWI7Q,KK oda voice is really nice and இனிமை 😘🥰,code_mixed
RS7kJlmWI7Q,Eppo madel of honor 2010 story poduvinga 😡😡😡😡😡 எனக்கு வைசாகிட்டே இருக்கு,code_mixed
RS7kJlmWI7Q,அருமை ப்ரோ அருமை,pure_tamil
RS7kJlmWI7Q,G p Muthu: வந்துட்டா Osama bilden,code_mixed
RS7kJlmWI7Q,🤣Intha video la oru urrutu irruku a2d soldiers aagiya na கண்டுபுடிச்சுட்டேன் 🤣,code_mixed
296qCNxJmPc,அவுட் ஆஃப் போக்கஸ் அதிகமாக இருக்கு ப்ரோ கொஞ்சம் கவனமாக பன்னுங்க,pure_tamil
296qCNxJmPc,"PROBLEM HELP ME: 😭 😭 😭 😭 😭 Bro na  Ara goldல 0.1219gm gold savings வச்சிருக்கேன், இப்போ sell பண்ணலாம்னு போகும்போது, withdrawal pageல Ara gold appல home pageல இருக்கிற current gold value 9047.36/gm அ விட withdrawal pagela 8869.52 னு கம்யா காட்டுது, 
ஏன் AURA GOLD apphome page gold rate aa விட withdrawal page ல கம்மியா காட்டுது😢😢😢😢😢",code_mixed
296qCNxJmPc,உன் கண்ணீரின் ஒவ்வொரு சொட்டும் வைரம் வைரம் ஆகுமே.. these lines for every artists especially to HAYAO MIYASAKI,code_mixed
296qCNxJmPc,"கடைசிவரை கரண்டிய கைவிடல பாத்தியா அங்க நிக்கிற தல நீ 😊
(தன்னை கோபிநாத் ஆக உணர்ந்த தருணம்)",code_mixed
296qCNxJmPc,8:31 எலேய் மஞ்ச சொக்கா இடையில இதையும் நீ சொருகிட்ட பாத்தியா..😂😂😂😂,code_mixed
296qCNxJmPc,இதுல வெற்றி பெற்றது A2D எடிட்டர் தான் 😍😍😂😂😂,code_mixed
296qCNxJmPc,அப்ப ஏன்டா நீ பண்ற எல்லாருமே தான் பண்றாங்க,pure_tamil
296qCNxJmPc,OM KEYS நாங்களே மறந்திட்டம் ஏன் தலை நீ நியாபகப்படுத்துற,code_mixed
296qCNxJmPc,நியாயம் பேசுறான் scam குரு,code_mixed
296qCNxJmPc,Editor ஐ மாத்திருங்க நீ எங்கயோ போயிருவ,code_mixed
296qCNxJmPc,"Bro உன்னோட Editor அ மாத்திரு நடுவுல நடுவுல கேவலமான ஆபாசமான டயலாக்கை போட்டு உன்னோட மதிப்பையும் கெடுக்குறான், உன்னோட சேனலை ரொம்ப சின்ன பசங்களும் பாக்குறாங்க...",code_mixed
296qCNxJmPc,I robot ல வர 3rd law was happening now😢😢😢,code_mixed
296qCNxJmPc,இந்த மாடல் எல்லாம் திராவிட மாடல்லவிட மோசம் இல்ல நண்பா,pure_tamil
296qCNxJmPc,நண்பா anime வேற cartoon வேற இரண்டு சரியா ஒத்துப்போகாது அதனால one piece அத போடாதீங்க,code_mixed
296qCNxJmPc,இதுவரை Ghibli art pannatha vanga like podunga ❤,code_mixed
296qCNxJmPc,"நீங்க சொல்றது சரியா இருந்தா, அப்போ சினிமாவுல கதை திருடுறது தப்பில்லையா என்ன?",pure_tamil
296qCNxJmPc,மொதல்ல phone use pandradhulaye நெறய ஆபத்து இருக்கு டா டேய்...😂,code_mixed
296qCNxJmPc,இது நீங்க போட்ட மூணு மாதத்திற்கு முன்பு போட்ட video  msg  உங்களுக்கு புறியர மாதிரி சொள்ளனுன EXTRA 50 RS IN DRIVER VIDEO நீங்க பண்ற உங்களுடைய வெளைல உங்களுக்கான உரிய வருமானம் கெடைகளன வந்த வரைக்கும் லாபம் நு செய்விங்களா இல்லா உங்களுக்கான சரியான தொகையை உரியவரிடம் கெப்பிங்களா BRO நீங்க நரைய video பன்றிங்க வாடைகை ஓட்டுநர் பத்தி உங்களால முடிச்ச ஒரு video போடுங்க பாப்போ அதுவும் அவங்க கஷ்டத்தை புரிஞ்சி யாருக்கு பொதுவா இல்லாம நேர்மையா ஒரு video பண்ணுங்க பாப்பொ,code_mixed
296qCNxJmPc,"நீங்க சொல்ற கணக்குல பாத்தா AI use பண்ற எல்லாமே தப்பு தான் இல்லையா ? Photo editors கு வேல இல்லாம போகுது, video editors கு வேல இல்லாம போகுது, Singers கு கூட ஆப்பு தான் வைக்குது (Automatic song maker with lyirics, voice, and music- you just have you type the prompt) இவளோ வேலைய இந்த AI பாக்குது but இந்த ஒரு Ghibili தான் உங்க கண்ணுக்கு தெரியுது ல ?",code_mixed
296qCNxJmPc,8:30 வீரன் தன்னைத் தன் கத்தியாலே குத்திக்கொண்ட தருணம் 😂,code_mixed
296qCNxJmPc,"தோச திலுப்பி ல mic வச்சு, ""வச்சான் பாரு ஆப்பு எனக்கு !!! "" 😄😄😄🥔",code_mixed
296qCNxJmPc,"ஒரு சில மனிதர்களுக்கு வேலை போனாலும் வேறொரு சிலருக்கு வேலை கிடைத்தது.

ஆனால் இது எவ்வளவு காலம் நிலைக்கும் என்பது கேள்விக்குறியே !

வருங்காலத்தில் தானியங்கி வாகனங்கள் நடைமுறை ஆகிவிட்டால் சிலருக்கு வேலை போகும் ஆனால் அவ்வேலைகள் யாருக்கும் கிடைக்காது !",pure_tamil
296qCNxJmPc,"13:26 அந்த பய புள்ள volunteer ஆ அவரு photo மட்டும் குடுக்கல,  உங்க photo வும் சேத்து தான் குடுத்து இருக்காப்ல 😂😅😅😂",code_mixed
296qCNxJmPc,"அன்று பாரதி சொன்னார்,
""தமிழ் இனி மெல்ல சாகும்"" என்று 
அதேபோல் இன்று GHIBLI மெல்ல சாகும் என்பதை AI நிருபித்து காட்டுகிறது.
அதற்கு ஏற்ற மாதிரி,
எவன் இருந்தா என்ன செத்தா என்னானு தான், மக்கள் இதைப் பயன்படுத்துகிறார்கள்.
படைப்புகளை மக்கள், 
வாழவும் வைப்பார்கள்,
வீழவும் வைப்பார்கள்.
""நிலையில்லாத வாழ்வில்,
எதுவுமே நிரந்தரமல்ல,
எல்லாமே கொஞ்சகாலம் தான்"".",code_mixed
296qCNxJmPc,மகாகவி பாரதி அப்படி கூறவில்லை.,pure_tamil
296qCNxJmPc,Twitter ai 3 phone 1day தருவாங்க,code_mixed
296qCNxJmPc,உயிரினங்களை தவிர வேறு எந்த ஒரு இயந்திரத்தையும் சுயமாக சிந்திக்க வைக்க இயலாது என்பதே உண்மை,pure_tamil
296qCNxJmPc,That Mic 🤣🤣 உருளைகிழங்கு பொரியல் 🤣,code_mixed
296qCNxJmPc,கடைசியா பெரிய குண்டா போட்டேல்,pure_tamil
i41PwHFtpS0,இந்த வீடியோ போட்டவன் அழிவு நிச்சயம்,pure_tamil
i41PwHFtpS0,மின்சார  பல்பு  எல்லோரும் விலைக்கு  வாங்கலாம். ஆனால் அதன் சொந்தம் உரிமை தாமஸ் ஆல்வா எடிசனுக்கு தான் உரிமை,pure_tamil
i41PwHFtpS0,இசை திருடர்களும் தமிழ் இனத்தை தமிழ் மொழியை அழிக்க கூடிய அன்னியர்கள் இருக்கிறார்கள். எச்சரிக்கையுடன் இருக்க வேண்டும் தமிழர்களே,pure_tamil
i41PwHFtpS0,"சில youtube channels La content writters , creators video ku background score பண்றவங்க perform பண்றவங்க நு பல பேர் இருகியங்க.  அவங்க work ku salary vangranga and athu channel ku tan sontam. Ipo antha content writter or creator ithu en idea enaku tan sontam nu ketka vanta ena aagum....? Yenna keta once label ku sale panitanga na then comporer ku rights illa nu rule varanum.",code_mixed
i41PwHFtpS0,சக  நன்பன் பாலுவிடமே  பணம் கேட்ட உண்மையான நன்பன் .பண வெறியர் . இது பொய்  என்றால் நீங்கள் சொல்வது சரியே  பணம் மட்டும் வாழ்க்கையா இந்த பாழா போன உலகத்தில். இந்த பாடல் இசை .இவரே. நட்பானவர்.,pure_tamil
i41PwHFtpS0,🎉🎉🎉 உண்மை தான்,code_mixed
i41PwHFtpS0,அவர் கேட்பது தவறில்லை. கேட்கும் விதம் தான் தவறு. அவர் என்றுமே இசை உலகின் ராஜா தான். but his attitude is not correct. ஒரு ஞானியின் அனுகுமுறை இதல்லா.,code_mixed
i41PwHFtpS0,ராகதேவன் இசைஞானி இளையராஜா ❤🎵🎶,code_mixed
i41PwHFtpS0,உன் அம்மால ஒழுக்கனும்னு ஆச,pure_tamil
i41PwHFtpS0,"மக்களுக்காகவே சட்டாமே தவிர, சட்டத்துக்காக மக்கள் இல்லை... 
அதற்கான சரியான உதாரணம்... 

இவரே ஒரு கம்பனி நடத்தி, அதுக்கு rights குடுத்து வச்சா மட்டும் சரியா.  

சட்டப்படி சொன்னாலும், இவரு எத்தனை பாடலாசிரியர், பாடகருக்கு குடுத்தார்.

என்ன தான் சொன்னாலும், கூலி வாங்குன அப்புறம் உரிமை கொண்டாட முடியாது.. fail ஆன பாட்டுக்கு காசு திருப்பி குடுத்துட்டாரா...",code_mixed
i41PwHFtpS0,இப்போதான் நானும் தெளிவா புறிஞ்சிகிட்டேன் thank you A2D,code_mixed
i41PwHFtpS0,மூக்குல பேசாம வாயில பேசணும்,pure_tamil
i41PwHFtpS0,இளையராஜா ஐயா வை நானும் தவறாக புரிந்து கொண்டேன் இருந்தேன் புரிய வைதிர்கள் நன்றி,pure_tamil
i41PwHFtpS0,11:04 என்னவா இருக்கும் 😊,code_mixed
i41PwHFtpS0,இசைஞானியின் நியாயமான போராட்டத்தை விளக்கிய தற்குநன்றி.,pure_tamil
i41PwHFtpS0,எங்க ராஜா பாட்டுக்கு அரசன்.. நெடுந்தூரம் பயணம் செய்யும் எங்களுக்கு இதுவரை மாரடைப்பு வராமல் மழை வெயில் காற்று கடந்து பொருட்களை கொண்டு வந்து சேர்க்கிறோம் என்றால் எங்கள் அரசனின் பாட்டு மட்டும் தான் காரணம்,pure_tamil
i41PwHFtpS0,அப்புறம் எதுக்கு நண்பா SPB அய்யா கிட்ட சண்டை போட்டது . என் உரிமை இல்லாம எப்படி மேடைல பாடுவனு கேட்டது எதுக்கு 🙂,code_mixed
i41PwHFtpS0,"பரந்தூர் விமான நிலையம் தேவையா இல்லையா, தேவை இல்லை என்று நீங்கள் நினைத்தால் அங்கு துன்பப்படும் மக்களுக்காக ஒரு காணொளி போடுங்கள் அவர்கள் 690 நாட்களுக்கு மேல் போராட்டம் செய்து கொண்டு இருக்கிறார்கள் ஆனால் இதை எந்த பெரிய ஊடகமும் இதை மக்களுக்கு காட்டவில்லை  உங்களை போன்ற நபர்கள் இதை வெளிகொண்டுவரும்போது இது அதிக மக்களுக்கு தெரிய வரும்",code_mixed
i41PwHFtpS0,அடுத்த கேஸ் சென்னைல போல 🔥🔥🔥,code_mixed
i41PwHFtpS0,Bro..அப்போ SPB விஷயத்துல இளையராஜா பன்பது என்னது னு explain பன்ன நாங்க இளையராஜா வை இன்னும் தெரிஞ்சிக்கலாம்....,code_mixed
i41PwHFtpS0,யோவ் நடுவுல பாட்டு போட்டியே கட்டு கூந்தல்,pure_tamil
i41PwHFtpS0,"அடுத்தவன் பணத்துக்கு என்றும் ஆசைபடாதவர் இசைஞானி ❤️

ஏடூடி நந்தா ❤
நன்றி",code_mixed
i41PwHFtpS0,நன்றிப்பா......,pure_tamil
i41PwHFtpS0,சாரிப்பா ராஜா சர நான் கூட தப்பா நினைச்சுட்டேன் இப்பதான் புரிய இளையராஜா என்றும் இளையராஜா தான்,pure_tamil
i41PwHFtpS0,தெளிவான விளக்கம் அளித்துள்ளார் ...🎉❤,code_mixed
i41PwHFtpS0,ஏன்டா இந்த மனுஷன் இப்படி கேவலமாக இருக்கிறார் என்று இளையராஜா அவர்களை நினைத்தேன் இப்போது தான் தெரிகிறது நான் நினைத்தது தவறு என்று வாழ்த்துகள் A2D நந்தா நண்பா,code_mixed
i41PwHFtpS0,அப்புறம் என்ன பிரச்சனை இளையராஜாவுக்கும் எஸ்பிபி க்கும்,pure_tamil
i41PwHFtpS0,Meemes பாத்துட்டு வந்தவங்க like பண்ணுங்க...👇👍,code_mixed
i41PwHFtpS0,"இளையாராஜாவின் பெயர் நிலைக்கும் வரை..
அவருக்குத் தோளாய் நின்ற A2D யும் நினைக்கப்படுவார்..🎉🎉🎉",code_mixed
i41PwHFtpS0,வைரமுத்து LYRICS  😂😂😂😂 ENNAYA IVLO GAAJA எழுதி இருக்க,code_mixed
i41PwHFtpS0,Salute ya mapla...❤ பலபேருக்கு பதில் சொல்லவேண்டி இருக்கு ❤,code_mixed
i41PwHFtpS0,இளையராஜா. இசைய கண்டுபிடித்தாரா,pure_tamil
i41PwHFtpS0,Seeing நெல் ஜெயராம் ஐய்யா reference from a tech Channel ❤,code_mixed
i41PwHFtpS0,மிக அருமையான தெளிவான விளக்கம் சகோ❤️,code_mixed
i41PwHFtpS0,Bro sema. நானும் மத்தவங்க மாதிரி தான். அறிவே இல்லாம இளையராஜவ திட்டிக்கிட்டு இருந்தேன். எல்லோரும் திட்டினா நானும் திட்டுவேன். எல்லோரும் நல்ல படம்னு சொன்னா நானும் அதை நல்ல படம்னு ஒத்துக்குவேன். 90% தமிழ் Audience எப்படியோ நானும் அப்படி  தான். சொந்தமா think பண்ற  அறிவு இல்ல. இனிமேயாவது 10% கும்பல்ல சேர பார்க்கிறேன்,code_mixed
i41PwHFtpS0,போற போக்குல ஐயா வைரமுத்துவ ஒரு காட்டு காட்டிடீங்க😂😂,code_mixed
i41PwHFtpS0,"200 ரூபாய் ஊபிகளுக்கு செருபடி😂 அவரு பிஜேபி ல M.P என்கிற ஒரே காரணத்திற்காக இவளோ வன்மம் அது மட்டும் இல்ல , பெரியாரை பெருசா பேசிட்டு தலித் என்கிற வன்மமாரு 😂",code_mixed
i41PwHFtpS0,"200 ரூபாய் ஊபிகளுக்கு செருபடி😂 அவரு பிஜேபி ல M.P என்கிற ஒரே காரணத்திற்காக இவளோ வன்மம் அது மட்டும் இல்ல , பெரியாரை பெருசா பேசிட்டு தலித் என்கிற வன்மமாரு 😂",code_mixed
i41PwHFtpS0,நன்றி தலைவா 💞என்றும் இளையராஜா❤️,code_mixed
i41PwHFtpS0,சிறப்பான விளக்கம்.,pure_tamil
i41PwHFtpS0,ராஜா ராஜா தான்❤,code_mixed
i41PwHFtpS0,என்றுமே இளையராஜா நல்ல மனிதர் ❤️❤️,code_mixed
i41PwHFtpS0,"200 ரூபாய் ஊபிகளுக்கு செருபடி😂 அவரு பிஜேபி ல M.P என்கிற ஒரே காரணத்திற்காக இவளோ வன்மம் அது மட்டும் இல்ல , பெரியாரை பெருசா பேசிட்டு தலித் என்கிற வன்மமாரு 😂",code_mixed
i41PwHFtpS0,தமிழ்நாட்டின் Dhruv Rathee 🎉🔥,code_mixed
i41PwHFtpS0,"எக்கோ is a label.
ஈக்கோ is a legend.

நாட்டில் உள்ள அனைத்து முட்டாப் பூக்களுக்கும் புரியும்படி விளக்கியதற்கு நன்றி.",code_mixed
